tiempo,altura,setpoint,flujo_entrada,flujo_salida,error
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.8124,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
11.9125,1.0000,1.0000,0.2500,0.5000,-0.0000
